temperature,wind_speed,mean_sea_level_pressure,surface_solar_radiation,surface_thermal_radiation,total_cloud_cover,relative_humidity
20.73,3.06,100588.68,127.86,356.98,0.85,0.65
24.53,3.07,100575.84,280.64,366.65,0.82,0.52
26.36,3.39,100516.91,508.38,372.69,0.93,0.47
29.69,4.61,100458.59,701.32,359.54,0.96,0.35
31.15,4.91,100425.37,703.86,381.23,1,0.28
31.12,4.61,100409.82,517.49,404.16,0.99,0.28
32.5,4.61,100355.25,387.44,405.19,1,0.23
32.93,4.2,100290.01,494.4,404.28,1,0.22
31.92,5.41,100195.49,405.96,403.14,1,0.26
31.01,5.53,100178.91,340.22,400.3,1,0.3
30.06,4.96,100151.72,226.51,403.65,1,0.36
30.21,3.92,100072.14,119.83,407.35,1,0.41
30.67,4.77,100070.92,68.22,395.94,0.93,0.32
30.47,5.16,100149.74,7.94,393.78,0.87,0.19
29.81,4.56,100194,0,375.99,0.13,0.2
25.98,3.87,100192.79,0,355.16,0.03,0.26
21.69,8.39,100472.1,0,344.78,0.03,0.55
19.67,7.16,100748.38,0,340.15,0.4,0.79
17.09,6.37,100859.59,0,338.47,0.71,0.79
17,5.79,100898.89,0,353.32,0.96,0.78
17.03,5.98,100943.44,0,352.95,1,0.76
16.17,6.02,101020.79,0,380.94,1,0.76
16.19,6.02,101131.05,0,377.77,1,0.74
16.22,5.76,101195.01,6.31,378.69,1,0.72
16.2,5.61,101264.37,68.48,370.47,1,0.71
17.29,4.96,101318.43,172.78,371.64,1,0.68
17.44,4.98,101358.93,301.42,371.12,0.99,0.69
18.26,5.38,101402.46,291.88,377.02,0.94,0.67
18.69,5.9,101478.16,509.06,377.18,0.89,0.65
18.61,6.08,101509.67,679.94,363.52,0.83,0.63
19.37,6.03,101548,739.46,334.66,0.71,0.54
19.37,5.86,101542.35,857.14,332.28,0.39,0.5
19.42,5.76,101523.06,886.37,314.81,0.05,0.48
18.84,5.73,101510.17,801.93,293.13,0,0.47
18.79,5.61,101526.34,613.53,291.99,0,0.47
18.7,5.57,101563.05,397.42,287.67,0,0.49
18.84,5.38,101648.43,177.96,284.73,0,0.5
15.36,4.7,101656.58,19.77,282.75,0.04,0.61
15.33,4.31,101739.1,0,282.29,0.02,0.61
13.11,3.88,101705.37,0,280.49,0.03,0.71
12.94,3.66,101703.19,0,278.85,0.12,0.71
12.88,3.67,101648.04,0,277.66,0.13,0.71
11.56,3.67,101588.9,0,276.15,0.13,0.77
11.64,3.66,101520.64,0,278.05,0.27,0.78
11.32,3.54,101496.54,0,276.97,0.07,0.78
10.66,3.47,101493.2,0,274.09,0.03,0.81
10.7,3.33,101520.04,0,272.92,0.01,0.81
11.12,3.2,101561.85,16.1,273.37,0.02,0.8
11.32,3.34,101614.48,165.61,275.9,0.01,0.8
15.04,3.25,101653.81,378.25,282.38,0.36,0.66
15.22,2.6,101658.81,597.8,288.6,0.02,0.66
18.21,2.75,101620.01,785.52,294.61,0.01,0.57
19.47,3.19,101604,936.47,300.71,0,0.52
19.64,3.5,101539.12,1030.33,306.4,0,0.52
21.17,4.05,101505.71,1062.91,310.39,0,0.5
21.05,4.55,101478.35,1031.41,312.94,0.07,0.51
20.9,4.84,101416.59,937.99,313.81,0.35,0.52
20.14,5.06,101355.27,789,313.8,0.52,0.55
19.85,5.2,101363.34,600.91,307.74,0.95,0.56
19.65,5.28,101360,372.82,306.56,0.95,0.56
19.88,4.85,101470.91,149.06,304.89,0.96,0.54
16.08,4.32,101494.96,15.96,306.38,0.93,0.65
16.07,3.83,101538.83,0,301.24,0.99,0.65
13.97,3.47,101515.25,0,303.28,0.97,0.74
14.05,3.28,101534.37,0,307.29,0.87,0.74
14.05,3.12,101521.82,0,305.38,0.79,0.75
13.32,2.85,101477.56,0,306.3,0.9,0.8
13.22,2.54,101445.87,0,300.27,0.83,0.81
13.2,2.29,101436.98,0,302.02,0.64,0.81
12.43,2.32,101446.63,0,288.39,0.32,0.85
12.42,2.52,101460.75,0,285.17,0.04,0.85
12.75,2.8,101485.31,14.52,281.17,0.02,0.83
12.81,2.95,101502.43,159.57,282.34,0.1,0.82
15.72,2.97,101536.8,371.25,288.2,0.25,0.71
15.76,3.15,101529.88,581.85,295,0.15,0.69
18.33,3.41,101486.33,760.05,302.38,0.07,0.58
20.1,3.4,101435.56,930.65,303.18,0.01,0.53
20.25,3.45,101376.04,1028.72,306.35,0,0.54
22.02,3.65,101334.94,1061.36,309.86,0,0.48
22.16,3.88,101269.22,1029.18,312.65,0,0.48
22.25,4.19,101215.86,937.5,314.9,0,0.48
22.16,4.41,101168.3,791.73,314.07,0.26,0.5
22.03,4.3,101126.08,601.47,312.3,0.15,0.5
21.87,4.12,101139.35,385.07,309.48,0.05,0.51
21.88,3.71,101216.55,169.83,306.24,0,0.5
17.79,3.08,101249.42,17.94,302.6,0,0.65
17.46,2.79,101302.34,0,299.28,0,0.67
14.41,2.27,101279.41,0,297.36,0,0.79
14.46,2.1,101266.74,0,296.69,0,0.79
14.89,1.47,101196.24,0,296.23,0,0.78
13.67,0.77,101128.44,0,295.57,0,0.83
13.19,0.28,101051.58,0,295.02,0.95,0.86
12.52,0.77,100969.73,0,295.11,0.52,0.88
12.14,1.09,100955.66,0,294.6,0.3,0.9
12.08,0.94,100969.01,0,294.18,0.89,0.9
12.35,0.84,101025.57,11.97,300.92,0.99,0.9
12.89,0.67,101084.33,124.52,310.87,0.96,0.89
16.86,1.28,101159.56,303.57,322.84,0.72,0.78
17.12,1.17,101207.85,471.09,323.79,0.78,0.75
21.4,1.34,101173.94,662.33,338.3,0.67,0.6
22.99,2.84,101219.24,897.72,331.85,0.72,0.54
23.02,4.34,101194.99,978.79,337.36,0.26,0.54
23.5,5.22,101260.18,1031.09,339.09,0.13,0.5
23.13,5.55,101271.54,1001.51,339.74,0.04,0.49
22.8,5.75,101301.09,900.54,338.22,0,0.5
21.62,5.79,101324.69,761.61,335.48,0,0.55
21.5,5.68,101342.61,578.04,334.13,0,0.56
21.52,5.58,101460.14,369.09,331.65,0,0.57
21.57,5.38,101521.32,162.38,327.76,0.08,0.58
18.25,4.35,101580.57,14.73,344.38,0.25,0.73
18.45,4.15,101632.47,0,342.81,0.51,0.74
16.98,4.07,101662.66,0,339.24,0.76,0.79
17,4.15,101681.9,0,361.35,0.84,0.79
16.95,4.26,101668.43,0,373.32,0.94,0.78
15.98,4.51,101665.9,0,363.87,0.87,0.77
15.86,4.53,101637.97,0,352.76,0.75,0.76
15.76,4.47,101606.24,0,347.92,0.73,0.74
14.95,4.33,101615.35,0,344.37,0.61,0.72
14.79,4.11,101629.16,0,348.45,0.45,0.72
14.61,3.87,101648.82,7.82,345.96,0.35,0.72
14.56,4.29,101655.73,125.14,319.34,0.27,0.72
16.1,3.82,101674.04,286.18,318.85,0.57,0.64
16.3,4.06,101696.7,520.92,309.83,0.47,0.63
18.07,3.99,101633.58,672.87,323.15,0.26,0.57
19.51,4.17,101615.37,911.69,306.9,0.08,0.52
19.52,4.75,101585.75,1018.3,309.01,0,0.53
20.43,5.33,101560.82,1030.48,315.71,0,0.5
20.31,5.68,101524.63,1029.2,309.97,0,0.51
20.04,5.87,101480.54,934.4,309.18,0,0.51
19.11,5.99,101437.1,790.87,306.71,0,0.54
19.03,6.15,101432.21,600.76,303.86,0,0.54
18.87,6.1,101485.19,384.14,300.05,0,0.54
19.03,5.5,101519.13,167.58,295.82,0,0.52
16.06,4.28,101534.89,16.62,293.75,0,0.63
16.11,3.92,101496.13,0,290.43,0.02,0.63
14.43,3.58,101502.52,0,289.71,0.05,0.71
14.33,3.28,101421.34,0,288.73,0.02,0.71
14.12,3.09,101328.43,0,288.86,0.01,0.74
13.35,2.92,101255.19,0,288.83,0,0.81
13.28,2.95,101182.8,0,288.89,0.01,0.84
13.28,2.96,101108.34,0,287.55,0.03,0.87
13.62,2.49,101121.74,0,289.05,0.16,0.91
13.6,1.92,101089.29,0,307.7,0.58,0.92
14.11,1.4,101129.08,7.7,341.68,0.87,0.93
14.22,1.34,101092.61,80.13,369.39,0.87,0.93
16.66,0.71,101079.46,167.98,378.4,0.91,0.87
16.98,0.54,101057.09,273.49,379.65,0.86,0.85
20.44,1.11,101010.63,470.12,385.4,0.79,0.72
21.99,1.77,100976.76,693.02,363.76,0.57,0.65
22.81,2.85,100941.08,950.25,347.51,0.36,0.62
24.55,3.95,100900.83,1009.53,346.06,0.19,0.58
24.53,4.54,100878.63,991.52,344.84,0.13,0.59
24.22,4.79,100805.15,931.74,343.36,0.02,0.6
23.52,4.81,100793.74,734.06,349.36,0.02,0.64
23.4,4.75,100776.41,577.8,341.5,0.05,0.64
23.48,4.69,100837.91,355.52,338.73,0.03,0.64
23.7,4.38,100911.97,157.87,331.99,0.01,0.64
19.74,3.33,100968.75,15.26,324.56,0.05,0.83
19.64,3.09,100991.13,0,323.42,0.11,0.84
18.02,3.36,101025.28,0,315.89,0.4,0.92
18.07,3.75,101030.9,0,327.87,0.51,0.92
18.26,4.57,101037.92,0,354.87,0.71,0.92
17.81,4.76,101054.24,0,374.77,0.77,0.9
17.76,4.65,101066.77,0,364,0.7,0.89
17.85,4.63,101078.95,0,377.92,0.71,0.86
17.39,4.76,101163.95,0,365.68,0.66,0.85
17.32,4.67,101243.37,0,366.55,0.66,0.84
17.25,4.64,101324.82,5.4,358.68,0.76,0.84
17.16,5.21,101415.11,74.47,362.33,0.9,0.85
17.94,5.59,101492.55,166.84,369.33,0.92,0.75
17.53,5.45,101557.78,217.82,383.79,0.95,0.75
18.34,5.33,101601.3,334.17,380.34,0.99,0.67
18.94,5.25,101646.1,319.98,376.65,0.95,0.6
19.1,5.12,101629.39,568.27,376.07,0.87,0.58
20.5,5.2,101613.25,772.94,363.3,0.64,0.51
20.88,5.45,101623.72,865.72,350.79,0.13,0.49
21.09,5.59,101612.63,854.02,320.49,0.01,0.48
21.01,5.64,101612.45,724.56,332.64,0,0.49
20.91,5.75,101619.2,591.7,312.82,0,0.5
20.65,5.94,101695.12,375.51,309.45,0,0.52
20.46,5.79,101764,161.01,306.36,0,0.54
16.83,4.98,101828.2,14.82,301.29,0.06,0.68
16.55,4.63,101839.4,0,296.3,0,0.68
14.36,4.48,101834.13,0,291.22,0.01,0.76
14.26,4.58,101820.73,0,287.7,0,0.76
14.15,4.64,101796.62,0,286.06,0,0.76
13.27,4.48,101711.39,0,285,0.04,0.79
13.09,4.15,101662.29,0,285,0.05,0.8
13.03,3.45,101612.81,0,284.41,0.02,0.82
12.35,2.64,101618.37,0,286.49,0.04,0.86
12.26,1.35,101611.49,0,292.57,0.01,0.87
11.91,0.96,101649.25,9.08,298.22,0.02,0.89
11.98,0.61,101657.02,139.53,303.53,0.02,0.88
16.34,0.62,101647.97,344.77,310.54,0,0.73
17.39,0.68,101620.76,559.21,320.2,0,0.69
22.51,0.96,101510.57,748.96,330.69,0,0.55
25.14,1.25,101457.84,898.42,340.57,0,0.47
26.58,1.2,101353.43,994.31,349.41,0,0.44
30.49,0.86,101267.62,1029.1,357.65,0,0.36
31.02,0.81,101168.38,999.07,364.5,0,0.35
31.44,0.81,101072.77,906.89,369.47,0,0.33
32.14,0.78,100985.52,759.97,372.72,0,0.31
32.47,0.47,100907.02,573.9,374.32,0,0.29
32.6,1.09,100931.44,363.68,372.93,0.02,0.29
31.77,2.85,100958.56,154.3,369.54,0.1,0.33
27.36,4.07,100989.42,13.25,363.55,0.13,0.45
25.9,4.05,101007.66,0,357.77,0.01,0.49
23.18,3.62,100967.18,0,352.85,0.01,0.6
23.07,3.35,100928.34,0,350.34,0.02,0.59
22.88,3.25,100889.33,0,348.34,0.02,0.58
22.14,3.27,100855.16,0,348.83,0.01,0.59
22.34,3.98,100855.49,0,348.68,0.02,0.54
23.35,5.28,100866.72,0,346.89,0.01,0.5
23.83,6.5,100907.11,0,347.11,0,0.51
23.76,7.14,100938.08,0,349.74,0,0.52
23.56,7.48,101023.98,8.03,351.22,0,0.56
23.75,7.8,101032.54,132.59,352.99,0,0.57
27.08,8.49,101001.15,335.66,356.09,0.01,0.48
27.32,9.04,100984.5,545.48,360.99,0.01,0.45
30.55,9.05,100921.4,737.04,364.6,0,0.37
31.93,8.98,100881.61,886.33,369.31,0.06,0.32
32.71,8.61,100811.74,983.27,374.75,0.23,0.31
33.97,7.95,100727.41,973.83,381.07,0.38,0.3
34.44,7.17,100710.6,928.75,389.94,0.57,0.29
33.86,6,100823.05,678.41,410.71,0.88,0.29
34.03,3.65,100823.15,617.15,395.07,0.93,0.3
31.52,4.05,100909.74,389.58,413.93,0.82,0.33
22.15,7.53,101168.41,220.95,399,0.96,0.64
21,5.74,101380.51,53.72,386.2,1,0.69
18.26,4.34,101551.29,4.22,378.18,1,0.78
18.55,4.34,101648.62,0,369.34,1,0.79
17.47,4.21,101640.52,0,359.31,0.99,0.84
17.88,4.57,101642.99,0,360.37,0.97,0.83
18.05,4.59,101652.24,0,372.26,0.9,0.82
17.18,4.8,101630.28,0,383.59,0.69,0.8
17.02,5.25,101650.36,0,356.85,0.87,0.8
16.82,5.34,101694.46,0,360.73,0.81,0.78
15.76,5.15,101744.97,0,351.87,0.71,0.77
15.66,4.83,101792.65,0,355.1,0.42,0.75
15.71,4.53,101854.15,5.42,347.38,0.31,0.73
15.41,4.59,101895.45,108.96,341.84,0.22,0.72
17.02,3.69,101923.79,315.87,326.07,0.14,0.64
17.28,3.96,101919.49,533.47,325.25,0.05,0.6
20.01,4.09,101889.17,705.77,328.33,0.06,0.49
21.67,4.15,101829.32,881.56,334.36,0.06,0.44
22.06,4.46,101774.6,969.69,339.38,0.13,0.44
23.85,4.81,101710.69,1009.72,344.25,0.17,0.42
24,5.03,101641.44,968.92,347.53,0.09,0.43
24.2,5.07,101535.81,862.75,348.79,0.23,0.43
24.01,5.05,101445.76,739.25,348.89,0.26,0.46
24.08,4.79,101406.53,540.35,350.79,0.5,0.46
24.18,4.41,101401.28,343.37,350.66,0.7,0.48
24.27,3.45,101439.77,145.18,346.7,0.83,0.5
21,2.14,101521.23,11.18,349.92,0.93,0.66
20.65,2.19,101544.95,0,344.79,1,0.68
18.83,2.16,101509.71,0,341.19,0.99,0.78
18.39,2.01,101519.48,0,338.44,0.97,0.8
18.14,1.6,101487.02,0,338.14,0.9,0.8
17.88,1.4,101445.84,0,342.76,0.87,0.82
18.06,1.15,101417,0,338.76,0.76,0.82
17.38,1.06,101406.32,0,338.01,0.4,0.85
16.95,1.14,101448.31,0,338.83,0.11,0.87
16.84,1.57,101500.22,0,334.65,0.15,0.87
16.83,1.71,101526.41,6.31,334.05,0.24,0.88
17.36,1.86,101583.05,119.42,335.4,0.34,0.86
21.73,1.93,101616.41,332.44,339.77,0.41,0.69
23.29,2.33,101608.95,541.57,347.43,0.71,0.63
27.61,2.88,101545.76,728.89,353.69,0.83,0.44
29.88,2.39,101485.57,868.52,360.14,0.94,0.35
30.57,1.52,101376.57,958.21,367.38,0.99,0.33
31.95,2.07,101300.52,974.83,372.63,0.96,0.32
31.99,2.98,101256.73,915.99,377.12,1,0.34
31.83,3.76,101170.84,716.79,387.15,1,0.35
31.18,4.34,101126.41,578.13,390.44,0.98,0.35
30.97,4.36,101076.9,474.7,384.92,0.97,0.35
30.91,4.48,101091.26,282.36,382.49,0.97,0.34
31.02,5.05,101116.85,111.26,375.62,0.99,0.34
27.28,4.11,101150.98,8.57,370.59,1,0.44
26.38,3.95,101200.69,0,364.45,0.98,0.48
23.51,3.78,101171.73,0,358.61,0.94,0.59
22.98,3.54,101204.69,0,354.05,0.85,0.62
22.97,3.4,101188.38,0,348.32,0.81,0.61
20.72,2.87,101164.03,0,344.48,0.84,0.7
21.02,3.16,101184.02,0,341.34,0.84,0.68
21.33,3.58,101225.6,0,337.52,0.72,0.63
20.31,3.36,101246.73,0,334.32,0.41,0.6
20.17,2.61,101329.03,0,331.17,0.19,0.6
19.82,2.43,101391.61,5.85,326.77,0,0.6
19.56,2.86,101435.37,126.3,326.32,0,0.62
23.19,2.88,101457.6,334.29,329.81,0,0.56
24.18,2.52,101428.31,548.53,336.09,0,0.51
27.77,2.14,101375.03,739.39,343.63,0,0.4
29.79,1.75,101294.56,889.46,351.91,0,0.35
30.18,1.71,101178.09,986.92,358.91,0.1,0.35
31.51,1.77,101084.08,1005.62,366.56,0.6,0.32
31.5,1.47,100973.57,866.67,382.15,0.85,0.32
31.73,2.5,100871.79,778.14,388.4,0.75,0.32
31.35,3.61,100818.76,617.45,388.75,0.62,0.35
30.89,4.92,100779.75,499.45,390.44,0.54,0.37
30.85,5.57,100812.7,259.43,384.89,0.22,0.39
30.6,6.01,100806.59,126.85,378.22,0.27,0.41
27.11,5.97,100864.89,9.21,377.16,0.42,0.56
26.56,5.39,100856.05,0,375.22,0.81,0.58
24.83,4.3,100844.87,0,374.08,0.95,0.65
24.58,3.39,100861.46,0,380.28,0.99,0.65
24.51,2.85,100871.51,0,385.74,1,0.63
23.61,2.43,100861.18,0,387.46,1,0.64
23.77,2.36,100822.64,0,395.79,1,0.62
24.13,2.69,100814.52,0,391.4,0.99,0.61
24.4,3.15,100833.84,0,389.86,1,0.56
24.65,3.42,100858.1,0,386.31,0.98,0.54
24.91,3.62,100916.17,2.25,389.55,0.99,0.52
24.94,3.98,100930.06,53.4,391.29,0.98,0.52
26.33,3.64,100937.99,190.92,390.64,0.98,0.49
26.44,4.97,100975.27,302.03,396.07,0.99,0.49
26.49,6.09,100982.24,478.93,395.7,0.98,0.54
26.54,5.36,100999.73,563.59,404.02,1,0.56
26.22,3.72,100949.25,673.43,404.39,1,0.59
24.49,3.42,100909.14,401.07,415.68,1,0.7
24.16,3.93,100885.23,361.49,409.87,1,0.75
23.35,3.25,100873.36,236.87,410.16,1,0.81
23.11,2.57,100830.16,185.25,412.34,1,0.83
23.06,1.63,100803.53,94.7,406.79,1,0.82
22.9,0.55,100852.86,77.57,410.44,1,0.83
23.01,0.45,100875.17,22.01,410.16,1,0.83
21.56,1.08,100959.85,2.13,408.27,1,0.92
21.49,1.14,101050.93,0,402.91,0.99,0.92
20.85,1.74,101068.82,0,402.53,1,0.93
20.86,3.04,101112.17,0,408.52,1,0.92
20.62,4.56,101124.75,0,409.79,1,0.92
19.6,5.28,101132.81,0,411.2,1,0.93
19.17,5.18,101115.6,0,408.82,1,0.94
18.95,4.89,101133.16,0,405.94,1,0.95
18.27,5.32,101180.42,0,405.12,1,0.95
18.23,5.32,101245.72,0,399.58,1,0.95
18.01,5.19,101369.05,0.77,396.58,1,0.94
17.79,5.13,101431.86,15.13,396.24,1,0.94
17.68,4.85,101501.75,71.08,390.07,1,0.88
17.64,5.31,101537.53,131.81,390.48,1,0.86
18.1,5.84,101539.85,226.06,390.91,1,0.79
18.46,6.2,101585.11,350.12,389.84,1,0.75
18.22,6.29,101605.67,342.59,387.78,1,0.75
18.59,6.23,101612.28,518.6,387.42,1,0.7
18.29,6.31,101653.66,483.57,377.59,0.99,0.71
18.27,6.38,101682.05,506.37,372.02,1,0.7
17.93,6.43,101727.46,392.2,378.96,1,0.67
17.96,6.23,101788.66,289.48,377.62,0.99,0.65
18.09,5.98,101841.14,211.15,359.56,0.97,0.64
18.24,5.88,101936.03,101,333.26,1,0.64
16.49,4.94,102007.77,6.76,332.33,0.95,0.69
16.53,4.88,102063.45,0,333.65,0.98,0.69
15.76,5.04,102073.06,0,336.47,0.96,0.72
15.76,5.09,102091.23,0,344.01,0.9,0.72
15.7,4.94,102093.81,0,331.55,0.76,0.73
15.19,4.78,102107.82,0,324.78,0.6,0.73
15.22,4.52,102088.26,0,334.92,0.43,0.73
15.25,4.15,102060.68,0,329.14,0.37,0.73
14.91,3.86,102078.01,0,334.82,0.32,0.74
14.88,3.56,102079.12,0,307.84,0.2,0.75
14.75,3.54,102117.77,3.42,297.61,0.23,0.78
14.89,3.68,102141.3,110.97,302.07,0.52,0.79
16.82,3.89,102178.58,296.4,313.76,0.61,0.74
17.23,4.59,102152.56,442.67,328.39,0.72,0.75
19.89,4.87,102149.03,519.39,360.09,0.83,0.69
21.77,5.41,102147.79,572.4,362.74,0.89,0.62
22.41,5.45,102116.97,722.18,380.87,0.86,0.59
24.24,5.56,102082.66,841.45,382.89,0.56,0.55
24.11,5.65,102039.13,719.99,383.82,0.78,0.56
24,5.87,102009.44,698.06,372.22,0.45,0.56
23.64,6.23,101974.61,704.8,357.28,0.25,0.57
23.25,6.63,102018.72,560.3,349.45,0.02,0.56
22.87,6.73,102047.66,350.7,340.95,0.02,0.55
22.49,6.64,102081.13,137.53,335.18,0,0.55
19.21,5.91,102148.9,8.14,328.95,0,0.65
18.78,5.84,102158.3,0,324.27,0,0.67
17.18,5.4,102159.8,0,322.58,0,0.73
17.01,5.03,102194.11,0,322.54,0,0.75
16.87,4.76,102206.98,0,323.49,0,0.76
16.19,4.61,102156.62,0,325.42,0.01,0.81
16.05,4.42,102150.94,0,326.72,0.01,0.83
15.54,3.96,102093.74,0,327.58,0,0.85
15.13,3.69,102080.74,0,327.99,0,0.88
15.03,3.09,102079.59,0,315.78,0,0.89
15.11,2.43,102093.06,3.46,314.55,0,0.89
15.35,1.82,102164.18,115.46,316.59,0,0.89
18.54,1.53,102237.86,325.19,320.51,0,0.77
19.24,1.26,102248.7,539.24,327.86,0,0.75
23.14,1.15,102230.2,735.45,336.15,0,0.62
25.04,1.17,102184.44,876,346.02,0,0.54
25.79,1.22,102087.08,970.07,354.42,0,0.53
28.19,1.06,102001.6,1006.54,360.59,0,0.48
28.32,1.55,101913.03,966.46,364.66,0,0.49
28.54,2.08,101870.16,874.96,367.4,0,0.48
28.57,2.62,101807.77,739.44,367.55,0,0.49
28.55,3.16,101795.33,558.32,363.61,0,0.48
28.38,3.04,101793.6,345.74,359.51,0,0.49
27.85,2.93,101833.07,135.62,354.53,0,0.52
24.15,3.49,101906.02,7.42,350.63,0,0.66
23.94,3.43,101980.09,0,346.26,0,0.67
21.84,3.19,101964.98,0,340.8,0,0.77
21.23,2.52,101987.78,0,336,0,0.79
20.67,2.08,102015.95,0,331.7,0,0.82
19.23,1.72,101983.1,0,329.16,0,0.87
18.09,1.44,101947.03,0,326.73,0,0.91
17.71,1.18,101918.81,0,326.08,0,0.92
17.24,1.13,101904.01,0,326.82,0,0.94
17.31,1.23,101951.15,0,323.51,0,0.94
17.65,1.25,102007.31,2.92,320.79,0.01,0.93
17.88,1.3,102071.2,111.44,333.07,0.01,0.92
21.7,0.96,102125.99,312.51,335.72,0.01,0.8
22.83,0.69,102108.36,538.47,337.84,0,0.75
27.26,0.35,102092.19,726.2,348.54,0,0.58
28.82,0.65,102062.95,875.7,357.82,0,0.52
29.34,1.41,102011.37,977.47,365.04,0.01,0.49
30.86,2.08,101955.97,1004.3,368.32,0,0.39
31.1,2.73,101899.12,945.88,372.9,0,0.37
31.3,3.4,101842.15,890.15,368.54,0,0.35
30.52,3.84,101794.37,739.04,364.93,0,0.36
30.33,4.07,101819.4,563.88,353.55,0,0.36
29.93,4.04,101812.31,350.36,346.97,0,0.36
29.12,3.9,101861.64,136.51,340.51,0,0.36
24.64,3.48,101961.33,6.95,336.18,0,0.55
23.6,2.45,102041.98,0,333.15,0,0.62
20.86,1.48,102013.72,0,330.67,0,0.75
20.5,1.28,102017.77,0,329.74,0,0.77
20.72,1.53,101995.36,0,328.52,0.01,0.76
19.51,1.35,101985.47,0,329.47,0.03,0.83
18.93,1.04,101958.38,0,329.95,0.09,0.85
18.38,1.23,101940.52,0,328.2,0.15,0.87
17.9,1.43,101939.06,0,329.81,0.18,0.89
17.94,1.51,101942.46,0,350.51,0.18,0.89
18.59,1.92,101943.8,2.23,352.23,0.13,0.85
19.05,2.19,101997.14,98.93,359.72,0.29,0.84
23.78,1.84,102006.06,288.51,363.1,0.44,0.72
24.87,1.54,102034.92,512.89,370.82,0.62,0.7
28.09,1.22,102004.9,698.13,377.17,0.77,0.61
29.26,1.09,101972.67,848.8,386.62,0.54,0.55
29.63,1.8,101902.92,845.94,402.27,0.4,0.54
30.72,2.81,101849.32,862.9,404.29,0.77,0.49
30.79,3.32,101816,809.99,409.33,0.89,0.49
30.45,3.68,101775.37,658.77,409.32,0.95,0.5
29.25,3.45,101785.49,558.4,415.54,0.91,0.52
28.79,2.88,101799.34,416.08,407.46,0.45,0.54
28.73,2.77,101769.46,307.34,396.09,0.64,0.54
28.55,2.32,101807.98,92.92,398.28,0.88,0.56
24.62,2.2,101849.66,5.13,377.31,0.71,0.69
24.19,1.97,101862.48,0,371.67,0.1,0.71
22.08,1.59,101859.99,0,369.5,0,0.81
21.72,1.78,101883.89,0,364.86,0.19,0.83
21.44,1.81,101893.19,0,362.97,0,0.84
20.47,1.5,101865.03,0,362.15,0.03,0.87
20.57,0.84,101836.69,0,362.73,0.09,0.87
20.54,0.59,101811.73,0,364.37,0.44,0.87
19.89,0.55,101790.73,0,364.07,0.85,0.91
19.55,0.55,101785.7,0,365.66,0.97,0.93
19.74,0.31,101813.24,1.86,364.58,0.81,0.93
19.58,0.46,101854.82,89.44,364.94,0.51,0.94
22.38,0.67,101878.02,257.43,369.47,0.81,0.82
22.91,0.66,101866.96,472.31,381.84,0.85,0.8
26.86,0.59,101830.72,593.18,388.78,0.87,0.65
28.89,0.73,101785.95,786.31,397.2,0.53,0.59
29.41,1.08,101722.12,812.83,410.46,0.64,0.57
29.93,1.41,101607.09,837.71,413.44,0.54,0.53
30.51,1.62,101591,779.06,415.17,0.92,0.49
30.72,1.63,101532.48,647.91,419.14,0.97,0.48
29.01,1.91,101485.93,560.56,413.92,0.89,0.53
28.1,1.12,101484.63,360.25,408.58,0.67,0.54
26.84,0.83,101455.98,232.86,407.25,0.9,0.6
25.72,1.28,101530.1,74.65,409.52,0.99,0.65
24.43,2.52,101635.22,1.95,414.3,0.99,0.71
24.21,3.34,101631.6,0,411.74,0.86,0.73
23.14,4.29,101599.11,0,393.39,0.41,0.76
22.91,4.71,101582.18,0,384.48,0.41,0.78
22.59,3.94,101583.15,0,376.39,0.25,0.8
21.73,2.98,101489.09,0,372.27,0.16,0.84
21.67,2,101459.3,0,371.59,0.16,0.85
21.38,1.6,101408.09,0,371.55,0.41,0.85
20.54,0.91,101399.42,0,369.97,0.97,0.89
20.43,0.9,101410.54,0,368.92,0.99,0.89
20.48,0.94,101447.5,1.58,366.19,0.77,0.89
20.82,1.08,101486.58,95.54,367.56,0.64,0.89
23.37,1.01,101494.52,287.64,374.45,0.93,0.78
23.92,0.93,101470.14,481.67,381.37,0.99,0.76
27.18,1.07,101426.08,647.9,393.72,1,0.62
28.13,1.07,101295.83,642.44,408.05,1,0.58
28.39,1.52,101217.86,617,415.45,0.99,0.56
27.11,1.84,101089.68,561.43,415.93,0.98,0.65
26.01,2.3,101000.92,457.4,418.71,0.99,0.73
24.45,3.47,100936.16,148.98,413.89,0.99,0.86
22.59,4.91,100953.42,202.35,406.06,1,0.88
22.12,3.58,101009.38,122.21,404.57,1,0.87
21.79,1.66,100985.5,27.82,406.5,1,0.9
21.52,0.49,100984.59,13.97,415.07,1,0.91
20.16,2.91,100936.64,0.74,413.16,1,0.97
19.99,3.22,100923.34,0,410.13,1,0.97
19.53,3.29,100917.8,0,414.96,1,0.97
19.52,3.3,100932.65,0,408.69,1,0.96
19.67,3.73,100936.77,0,410.92,1,0.95
19.58,4.46,100886.68,0,410.85,1,0.94
19.38,5.21,100923.33,0,401.55,1,0.93
19.27,5.03,100915.82,0,402.59,0.97,0.94
18.83,4.3,100968.55,0,395.35,0.93,0.94
18.81,3.87,101001.31,0,386.45,0.96,0.94
18.78,3.78,101072.76,0.84,377.96,0.99,0.93
18.78,3.7,101115.52,43.04,382.38,0.96,0.93
18.89,4.51,101154.96,116.78,392.8,1,0.87
18.85,4.36,101243.31,227.67,384.63,0.98,0.88
